age,income,insurance,invested,em1,em2,em3,converted
38.5,3613.89,51035.63,7646.93,0,1,0,0
43.5,2845.03,118922.77,9734.31,1,1,1,1
37.7,3801.7,39375.87,8464.9,0,0,0,0
38.8,2545.91,26404.65,2240.73,0,0,0,0
37.7,3729.96,12046.95,2832.84,1,0,0,0
41.3,5612.08,1950.21,11746.75,0,0,1,0
41.2,1161.8899999999999,42318.38,2200.61,1,0,1,0
44.7,2091.99,1018.78,3778.91,1,0,1,1
40.1,19276.42,1364.51,16001.29,1,0,1,0
40.2,5021.27,22874.97,13708.39,0,0,1,1
41.2,764.55,40987.26,3437.16,0,0,1,0
42.1,4315.98,31251.08,5193.77,0,0,1,0
42.1,3563.24,124078.07,8401.08,0,0,1,0
40.2,4866.04,13182.0,9885.25,0,0,1,0
45.6,1207.76,14099.49,1378.62,1,0,1,0
44.1,3043.43,418.29,6498.83,0,0,1,0
38.2,2305.81,32346.73,4918.02,0,0,0,0
37.9,1612.48,17131.12,2340.68,0,0,0,0
37.6,3171.04,10395.61,4276.09,0,0,0,0
51.9,1415.46,274.92,3122.08,1,0,1,0
43.3,2359.66,16156.34,7171.17,0,0,1,0
47.5,1515.79,11318.51,4550.25,1,0,1,1
40.0,502.23,53.3,1222.47,1,0,0,0
46.2,5878.22,54322.51,12232.06,0,0,1,0
40.8,7067.93,2273.43,9556.97,0,0,1,0
46.0,2382.0699999999997,7901.08,6096.49,0,0,1,0
45.0,1923.09,25653.56,3722.18,0,0,1,0
39.8,3679.42,13752.58,10654.89,0,0,0,0
38.9,4134.91,20080.27,9305.11,0,0,0,0
38.8,5990.16,14151.96,3518.23,1,0,0,0
40.7,4496.16,31415.2,21805.32,0,0,0,0
44.2,6539.85,40898.67,7464.15,0,0,1,0
41.8,1992.85,113588.6,6671.69,1,0,1,0
44.3,2932.33,7329.59,4015.84,0,0,0,0
41.7,6159.98,43193.1,10961.75,0,0,1,0
48.8,876.29,8613.35,1758.63,1,0,1,0
41.4,1359.65,374.23,3626.87,0,0,1,1
38.4,14307.57,910.24,24653.32,0,0,0,0
39.2,3944.25,6415.14,7635.85,0,0,0,0
40.8,987.53,4087.43,6669.1,1,0,1,0
40.9,1274.25,61076.54,1091.11,1,0,1,0
35.3,3505.96,120857.54,15119.28,0,0,0,0
43.9,927.04,39648.86,1397.51,1,0,1,0
42.0,1071.02,28258.18,1707.84,1,0,1,0
37.7,3014.67,80255.62,4341.27,0,0,0,0
48.5,1251.62,22788.77,2329.01,0,0,1,0
37.1,6339.48,30972.22,14395.36,0,0,0,0
48.0,3724.66,2430.86,4105.17,0,0,1,0
41.2,4669.1,52002.64,6009.81,0,0,0,0
40.0,1740.7,4829.05,2362.48,0,0,0,1
35.4,1224.49,13490.17,4224.21,0,0,0,0
47.6,7843.45,190184.34,19120.62,0,0,0,0
50.4,1007.74,119451.88,1635.0,0,0,1,1
45.3,3497.56,43990.07,9071.88,0,0,1,0
46.1,3451.86,56399.51,8678.79,0,0,1,0
36.5,3101.74,1223.13,1306.38,0,0,0,0
44.3,8108.87,32147.4,9840.32,0,0,1,0
41.6,1988.56,28734.27,6048.85,0,1,1,1
28.6,1271.74,25143.45,374.59,1,0,0,0
41.1,1543.71,117010.02,4858.79,0,0,1,0
42.0,3875.17,6275.44,9130.77,0,0,0,1
39.0,2157.56,6331.27,3505.44,0,0,0,0
41.8,2597.81,41963.76,5926.55,0,0,1,0
43.0,6855.92,1411.75,7599.21,0,0,1,1
42.8,8794.86,15248.9,18742.56,0,0,1,0
38.5,1970.86,3763.86,5015.7,1,0,0,0
41.7,3662.19,19392.69,23420.96,0,1,1,1
41.3,5096.79,11639.03,14404.83,1,0,1,0
46.7,7117.24,3079.07,7246.23,0,0,1,0
45.6,2892.23,9818.52,4752.5,0,0,1,0
42.6,2010.29,10612.39,5154.73,0,1,1,0
42.7,1035.8899999999999,78113.03,1415.8,1,0,1,0
42.5,2495.8599999999997,12607.17,6662.61,0,0,1,1
33.0,2954.64,5297.31,2063.65,0,0,0,0
43.3,5017.98,1749.4,7486.72,0,0,1,0
41.3,3554.61,14491.9,5076.21,0,0,1,0
52.7,3040.88,4409.85,6308.25,0,0,1,0
37.3,1130.83,13601.86,1378.86,1,0,0,0
35.9,3601.0,6304.67,10440.31,1,0,0,0
42.1,1153.33,39110.11,1333.43,0,0,1,0
40.7,2683.73,2870.73,9082.81,0,0,1,0
38.2,635.6800000000001,39966.02,1134.64,1,0,0,0
35.3,5040.68,9487.17,4521.04,0,0,0,0
42.1,3560.18,18022.22,3007.04,0,0,1,0
44.7,1144.31,66382.26,1248.36,0,0,1,0
44.2,4937.46,17175.45,21334.17,0,0,1,1
44.1,13304.37,7359.72,27275.41,0,0,0,1
40.6,756.71,8476.58,2840.11,1,0,1,0
41.4,6856.17,25115.26,10133.67,0,0,0,0
44.0,2741.89,75910.05,10864.81,0,0,0,1
48.6,6621.49,29556.3,19880.65,0,0,0,0
53.6,632.25,3302.81,2002.63,1,0,1,0
33.1,9119.83,422.71,13927.45,0,0,0,1
38.5,3325.73,5447.25,6098.27,0,0,0,0
38.1,1300.6,41842.58,2510.89,0,0,0,0
47.7,14889.67,58003.57,48119.71,0,1,1,1
39.5,1245.3400000000001,26132.18,1204.24,0,0,0,0
48.8,3637.5,13805.87,17939.44,1,0,1,0
46.8,3549.92,19112.77,10605.98,0,0,1,1
42.1,5896.43,111198.58,6445.52,0,0,1,0
46.2,6355.77,60916.96,9405.8,0,0,1,1
45.1,2923.22,7780.6,2616.23,0,0,1,0
41.9,8013.65,5317.7,22518.17,0,0,1,1
44.6,634.5,23107.2,1724.05,1,0,1,1
40.3,5790.96,18730.72,5357.46,0,0,1,0
39.5,7653.48,6367.3,15703.87,0,0,0,0
38.7,5603.9,29867.22,16599.25,0,0,0,0
43.0,880.88,29521.25,1929.37,0,0,1,1
43.4,3058.52,44780.98,7513.78,1,0,1,0
37.8,780.47,90051.99,2071.27,0,0,0,0
46.0,5373.28,2027.59,6776.26,1,0,1,0
39.7,6703.41,47579.44,23792.96,0,0,0,0
46.2,689.8,14.98,782.1,1,0,1,0
44.1,2096.3199999999997,84.42,5302.66,0,0,1,0
37.9,2541.33,74887.37,5784.09,0,0,0,0
37.0,6889.85,53380.01,2398.05,0,0,0,0
40.0,814.0,19767.4,601.33,1,0,0,0
39.1,1281.3200000000002,44061.51,3757.58,0,0,0,0
44.3,3665.13,1329.25,7502.31,0,0,1,0
48.7,8655.26,3789.74,19119.55,0,0,1,0
37.9,5501.67,3967.06,13219.81,0,0,0,0
39.4,6943.53,43485.85,8595.18,0,0,0,0
38.5,2364.6,872.47,2829.67,0,0,0,0
41.5,1834.41,81241.82,1905.42,0,0,0,0
34.7,6710.97,12426.81,2852.43,0,0,0,0
44.6,13263.97,12998.22,31794.27,0,0,1,0
36.2,1481.67,7527.5,4549.29,0,0,0,0
47.4,11306.31,270955.71,17886.28,0,0,1,0
45.7,1597.55,1007.49,5832.38,1,0,1,0
47.4,3106.57,5678.99,9841.37,0,0,1,0
42.9,8979.92,27007.93,4392.88,0,0,1,0
37.4,3129.37,134975.51,7443.24,1,0,0,0
45.7,1291.1799999999998,73.61,1019.62,1,0,1,0
37.6,5366.76,8650.94,11245.25,0,0,0,0
39.9,6121.1,14319.76,9976.88,1,0,0,1
45.0,6375.41,4037.53,17790.61,0,0,1,1
43.8,10680.5,17694.6,36604.02,0,0,0,0
42.4,6681.27,75351.25,18399.41,0,0,1,1
47.0,3711.29,19578.05,15680.04,0,0,1,0
35.8,1577.17,41551.53,3392.12,0,0,0,0
37.3,12596.66,11805.33,11887.53,0,0,0,1
43.5,943.29,28536.7,1909.24,1,0,1,1
36.1,3693.28,75244.93,9508.35,0,0,0,0
46.4,9562.23,25445.87,6209.26,0,0,0,0
40.7,8396.32,10905.08,19421.39,1,1,1,1
40.9,6799.45,9785.14,23996.21,0,1,0,1
40.7,3820.95,858.51,7611.3,0,0,1,0
41.5,2397.7,35832.68,2526.54,0,0,1,0
35.2,1306.28,1599.19,361.11,0,0,0,0
42.0,3692.73,3101.5,11123.2,0,0,1,0
45.1,9290.76,4106.9,25034.25,0,0,0,0
44.9,1986.26,40108.35,6988.31,0,0,1,0
46.0,4627.96,1245.8,8039.27,1,0,1,0
39.4,5102.08,12824.82,10641.63,0,0,0,1
46.8,1959.94,996.47,4779.21,1,0,1,0
37.0,1551.12,16959.61,2385.1,0,0,0,0
39.3,1231.0,32046.72,4973.47,0,1,0,0
45.4,1372.8400000000001,11957.96,5023.01,0,0,1,0
40.5,10780.99,18494.4,38351.7,0,0,1,0
41.4,940.52,17816.7,726.88,0,0,1,1
39.3,521.18,22255.8,1066.39,1,0,0,0
52.4,1328.5700000000002,10414.64,8185.8,1,0,1,0
41.0,1536.46,1523.68,1551.24,0,0,1,0
41.4,1116.4099999999999,4612.87,2793.67,1,0,1,0
38.8,5442.27,77365.5,20476.7,0,0,0,0
36.0,1757.71,849.11,2794.35,0,0,0,0
40.9,2815.19,8643.15,4018.79,1,0,1,1
48.2,1037.33,54592.0,2333.0,1,0,1,1
37.9,5112.13,970.09,9910.14,0,0,0,0
40.1,666.56,30330.53,1037.97,1,0,0,0
45.4,532.79,17.91,1952.76,1,0,1,0
46.0,8710.49,48525.67,28439.72,0,0,1,0
42.7,1885.04,9027.39,1234.79,0,0,1,0
50.1,714.42,86609.65,2675.8,0,0,1,0
43.5,10661.11,349.04,43320.51,0,1,1,1
42.3,889.89,69144.53,1477.99,1,0,1,0
39.8,2520.8,3572.83,4793.55,1,0,0,0
40.7,5918.11,45994.11,16947.6,0,0,0,0
36.6,5057.1,17658.06,11322.88,0,0,0,0
47.8,741.28,5809.75,1667.09,1,0,1,1
45.0,6262.77,17065.32,14002.91,0,0,0,0
37.6,4923.0,5971.99,12714.97,0,0,0,0
41.3,1053.44,3543.23,2748.56,0,0,1,0
47.8,8084.28,140.73,12521.94,0,0,1,1
45.8,9608.77,29046.83,21031.37,0,0,1,0
44.8,1614.32,53245.7,3067.43,0,0,1,0
47.4,11701.05,20495.75,26602.94,0,0,1,0
41.2,10918.93,5291.03,39805.28,0,1,1,0
43.9,1041.24,9254.21,2589.51,0,0,1,0
46.4,5341.29,101992.86,16037.22,0,0,1,0
36.2,7197.14,35107.25,23631.42,1,0,0,0
40.5,4438.46,69915.61,9493.54,0,0,1,0
37.9,3330.66,14351.39,2391.67,0,0,0,0
46.2,1769.13,43253.51,2807.49,1,0,1,0
40.7,1493.5700000000002,30516.57,1501.35,0,0,1,0
45.0,3668.33,41457.2,6025.69,0,0,0,0
42.7,7361.52,21733.04,5262.01,0,0,1,0
44.3,6563.2,7149.36,14488.99,0,0,1,0
43.7,3462.12,6233.85,2150.67,0,0,1,0
32.9,7815.44,14467.34,4785.39,0,0,0,0
40.2,5243.92,24494.38,11876.36,0,0,1,0
42.9,1737.08,15448.67,3823.35,1,0,1,1
47.1,2418.85,17997.84,7225.77,0,0,0,0
43.6,4510.219999999999,5008.94,14972.22,0,0,1,0
34.3,4223.29,59270.94,5629.14,0,0,0,0
38.7,1399.1100000000001,12358.0,2254.57,0,0,0,0
41.8,12443.5,4850.86,36520.38,0,0,0,0
40.9,4037.56,11732.44,11756.2,1,0,1,0
36.0,7711.96,19024.44,17994.0,0,0,0,0
41.9,1022.39,10611.49,1231.76,1,0,1,0
42.2,573.15,91869.76,2209.83,1,0,1,0
37.7,2328.58,82667.33,5071.18,0,0,0,0
36.1,1220.53,49523.22,1813.93,1,0,0,0
49.8,8890.93,43877.0,25258.25,0,0,0,0
40.4,7975.32,11365.02,17233.15,0,0,1,0
47.0,1917.97,13.5,5529.42,1,0,1,0
39.9,2653.44,1385.38,4195.47,1,0,0,0
45.4,1250.56,27518.18,1499.5,1,0,1,0
43.4,4258.219999999999,25476.21,7496.37,0,0,1,0
44.1,15552.95,7366.8,19546.57,0,0,0,0
45.9,3607.85,45549.54,6398.52,1,1,0,0
54.6,9938.36,661.06,44960.18,0,0,1,0
50.5,3083.86,12800.59,4952.45,0,0,1,0
36.5,993.24,14173.45,901.38,1,0,0,0
41.0,1724.74,7831.19,4216.79,1,0,1,0
44.4,1428.26,4533.54,1710.52,0,0,1,0
39.5,17703.13,61754.88,22778.0,0,0,0,0
35.9,1495.26,32620.91,2941.66,0,0,0,0
48.5,2222.1,20978.83,4856.66,0,0,1,0
35.4,3340.81,11619.16,7332.75,0,0,0,0
49.0,17511.26,59004.73,24639.25,0,0,1,0
49.1,3684.01,12882.13,8219.43,0,0,1,1
43.4,3631.89,32788.42,5371.13,0,0,1,0
36.1,8479.32,1364.82,14161.09,0,0,0,1
46.7,12835.86,4652.52,17590.3,0,1,0,0
33.0,8076.38,32709.55,9010.94,0,0,0,0
40.9,4002.3,7377.46,6007.39,0,0,1,0
36.9,4855.24,7858.35,8719.1,0,0,0,1
41.7,4733.56,4028.32,7843.69,0,0,1,0
47.1,2473.1800000000003,4281.49,7496.54,0,0,1,0
43.2,2858.62,13943.79,1415.68,0,0,1,0
35.1,2181.99,29868.44,3514.67,0,1,0,0
44.7,1094.23,23576.86,1750.37,0,0,1,0
37.8,1412.13,409.63,3611.35,1,0,0,0
43.9,5069.25,3802.36,17108.97,1,0,1,0
40.2,1164.12,85844.25,1837.87,1,0,1,0
39.7,2592.53,115264.51,1947.93,0,0,0,0
38.6,1084.9299999999998,7235.94,2424.05,0,0,0,0
36.0,2537.8900000000003,100634.99,4106.91,0,0,0,0
40.7,1221.81,53857.03,971.51,1,0,1,0
39.3,2419.01,14154.52,3960.64,0,0,0,0
44.6,19488.57,55.44,45959.25,0,0,0,0
43.8,5904.75,2071.1,12979.76,0,0,1,1
45.7,3864.58,3814.79,13365.34,0,0,1,1
41.0,10014.93,7059.52,46758.47,0,0,1,0
45.0,7607.51,20494.88,22235.1,0,0,1,1
45.6,657.17,38816.74,2084.68,1,0,1,1
40.4,6039.11,1910.39,4107.61,0,0,1,0
45.8,2695.91,50846.67,4145.65,0,0,0,0
36.9,2142.67,79159.47,5315.34,0,0,0,1
43.5,1434.1599999999999,41146.14,2672.97,0,0,1,0
46.1,5903.89,6656.82,14422.83,0,0,1,0
41.0,3320.35,6317.24,3316.76,0,0,1,0
37.3,2992.15,15273.74,4100.08,0,0,0,1
43.1,1723.09,180191.74,4322.45,0,0,1,0
44.6,8732.91,54175.62,37689.8,0,0,1,1
43.2,3766.63,25149.88,8951.75,0,0,1,0
48.1,1167.3400000000001,95.51,1726.39,1,0,1,0
39.0,1464.48,4854.14,2687.2,0,0,0,0
45.2,1427.26,30095.7,2438.03,1,0,1,0
43.6,5056.41,45363.03,8601.71,0,0,1,1
34.9,3654.27,15578.08,4220.95,0,0,0,0
43.3,3424.93,19887.25,10368.74,0,0,0,0
40.3,3747.32,24304.73,6855.47,0,0,1,0
41.9,4555.85,8467.92,24588.75,0,0,0,1
39.3,4886.88,81831.06,8764.2,1,0,0,1
43.8,3653.11,11772.31,10872.66,0,0,1,0
50.4,10053.45,5557.51,10566.19,0,0,1,0
49.1,13351.39,14970.97,27603.78,0,0,0,0
37.8,10043.66,12696.61,6189.22,1,0,0,0
43.2,6830.73,15038.2,12849.94,0,0,0,0
45.2,4133.16,2806.76,20194.25,0,0,1,0
39.5,2991.84,16145.65,4478.13,0,0,0,0
43.3,4526.17,18607.53,15180.88,0,0,0,0
44.1,5844.25,65723.67,21705.82,1,0,0,0
38.2,1357.52,5036.93,1941.43,1,0,0,0
39.4,4111.35,676.95,6822.72,0,0,0,0
48.0,1777.67,38725.28,1899.12,1,0,1,0
42.5,1639.35,145.81,3167.32,0,0,1,0
41.8,1674.99,78.74,1315.49,1,0,1,0
47.8,7815.25,32559.67,14440.9,0,0,1,1
44.6,5540.61,79021.79,10370.2,0,0,0,1
48.1,1675.75,75054.06,4987.29,1,0,1,0
40.7,15730.82,22759.39,15266.75,0,0,1,1
45.8,10015.48,4451.12,32857.74,0,0,0,1
47.9,2972.95,3447.88,4446.09,0,0,0,0
40.1,9318.95,73334.11,13975.73,0,1,1,1
33.2,3514.75,6041.79,3002.08,0,0,0,0
40.7,11550.7,54831.05,11078.48,0,0,0,0
39.3,1771.57,57.89,462.69,0,0,0,0
52.4,11781.52,8.07,19540.62,0,0,1,0
36.4,689.66,10215.68,706.83,1,0,0,0
44.8,5218.56,16391.57,12020.42,0,0,1,0
41.7,4032.83,5616.17,3097.87,0,0,0,0
38.7,4274.15,2139.99,5524.14,0,0,0,0
39.7,678.72,37389.94,996.55,1,0,0,0
44.1,5123.97,131535.25,7744.06,0,0,1,1
43.0,1165.47,13582.67,668.37,1,0,1,0
38.3,5075.41,33940.95,10939.1,0,0,0,0
39.6,617.5,15426.09,1398.58,1,0,0,0
43.7,7927.59,15398.66,25031.71,0,0,1,1
45.3,1342.3200000000002,12950.76,2200.91,1,0,1,0
39.6,2610.21,46277.66,4990.59,1,0,0,0
50.1,841.1700000000001,71030.61,4215.7,1,0,1,0
44.2,2308.65,22115.5,4208.48,0,0,1,0
38.3,5289.2,10831.5,8145.9,0,0,0,0
39.2,3113.28,5180.95,4481.38,0,0,0,0
40.3,1347.47,1521.5,4692.17,0,0,1,0
36.5,2567.38,92875.54,4544.98,1,0,0,1
38.9,3275.27,17145.29,9891.51,1,0,0,0
33.7,3738.54,229.58,6631.22,0,0,0,0
40.5,5099.93,88744.37,3934.46,0,0,1,1
44.5,1305.51,5763.06,3024.64,1,0,1,0
38.9,4931.3,156345.65,10047.32,1,0,0,0
43.6,996.69,14487.39,1689.47,1,0,1,0
47.5,2201.0299999999997,19600.68,3766.04,0,0,1,1
36.2,2270.9,1771.23,4688.02,0,0,0,0
42.1,22045.31,34221.47,106197.2,0,1,0,1
42.5,1015.72,11075.38,2154.62,1,0,1,0
46.3,5802.94,18823.86,8420.91,0,1,1,1
41.2,5757.39,860.15,7732.5,0,0,1,0
44.4,3062.14,10900.38,4704.72,0,0,1,0
46.6,9887.84,895.75,47935.67,0,0,1,0
39.0,2110.42,14462.9,4344.02,0,0,0,0
40.1,1848.38,21628.36,3544.31,0,1,1,0
38.7,4995.6,72988.75,15423.02,0,0,0,0
45.2,7969.44,31307.58,17265.74,0,0,1,1
47.9,8314.7,26991.85,25996.13,0,0,1,1
44.9,2648.66,3354.44,4840.88,1,0,1,0
43.3,17068.04,18724.78,26374.12,0,1,1,1
43.1,1136.25,11561.16,1179.42,0,0,1,0
44.7,3326.97,10267.99,8323.78,1,0,1,1
38.6,508.22,2060.42,779.69,1,0,0,1
39.6,6342.59,66598.3,17099.2,0,0,0,0
36.8,6705.32,115684.12,15149.05,0,0,0,0
44.2,3361.58,5373.84,6657.81,0,0,0,0
42.2,20644.5,10798.6,55940.26,0,1,1,0
43.7,555.52,2139.4,1042.55,0,0,1,0
41.8,1432.05,38710.94,5967.55,0,0,1,1
40.8,506.64,963.87,1587.64,1,0,1,1
43.4,8649.24,1392.71,10663.72,0,0,1,0
37.1,12293.71,24468.07,17806.37,0,0,0,0
42.4,3294.93,37396.94,2050.52,0,0,1,1
38.5,5096.07,3881.87,11822.73,0,0,0,0
42.9,1204.71,82466.83,4106.09,1,0,1,0
34.5,15233.68,10660.76,13724.9,0,0,0,0
43.4,6681.39,10863.63,5780.11,0,0,1,0
46.1,962.27,88218.41,3777.08,1,0,1,0
46.3,950.3299999999999,37.87,2248.02,0,0,1,0
49.6,6868.15,1741.44,9637.68,0,1,1,0
49.2,9469.97,80884.91,12682.22,0,0,1,1
48.4,1513.31,9325.16,4799.4,0,0,1,0
46.3,8033.68,1528.97,27715.45,0,0,1,0
33.6,1551.49,5500.13,3768.76,0,0,0,0
36.6,13755.36,53042.46,29376.22,0,0,0,0
42.5,2184.19,10402.73,4240.57,0,0,1,1
49.8,12105.61,32877.47,24214.06,0,0,0,0
48.2,1068.44,63687.01,3590.35,0,0,1,0
44.5,5877.72,11183.63,15285.61,0,1,1,1
47.3,1025.0,86707.46,2127.89,1,0,1,0
42.1,4663.54,17872.54,9576.59,1,0,1,0
39.6,2260.59,7418.27,4736.69,0,0,0,0
45.5,1239.23,5175.94,2938.47,1,0,1,0
36.0,3076.05,81559.82,8737.57,0,0,0,0
45.9,7217.35,27855.1,17101.15,0,0,1,0
46.0,2025.79,12996.15,2488.71,0,0,1,0
38.8,1244.26,5637.15,2966.93,0,0,0,0
41.6,8829.85,31312.34,10944.78,0,0,1,0
44.1,4385.83,75945.7,6701.17,0,0,0,0
43.8,855.46,5401.1,4973.9,0,0,1,0
42.2,1864.59,24138.04,3459.95,0,0,1,0
43.5,982.25,12374.97,900.62,1,0,1,0
50.3,1098.76,24049.4,3909.28,0,0,1,0
49.1,502.41,11972.45,1089.36,1,0,1,0
41.0,8894.96,53.27,14264.36,1,0,1,0
41.2,962.52,3515.89,2180.52,0,0,1,0
46.2,6065.91,21368.79,22113.49,0,0,1,1
38.5,6994.92,6614.53,16976.02,0,0,0,0
40.0,3674.51,3757.38,10240.36,0,0,0,0
46.1,2802.04,26870.6,2919.01,0,0,1,0
34.0,671.67,21660.19,878.6,1,0,0,0
37.8,2529.8199999999997,240.26,5979.95,1,0,0,0
40.8,5511.56,162477.14,17282.55,0,0,0,0
34.0,4285.389999999999,3646.59,5882.31,0,0,0,0
45.3,8515.2,57562.27,30369.62,0,1,1,0
46.6,6785.4,259.52,19187.57,0,0,0,1
47.3,1270.8,24410.14,4155.49,0,0,1,0
39.1,661.4300000000001,43906.16,1136.12,0,0,0,1
38.1,3859.52,13128.97,7090.07,0,1,0,1
33.2,3971.62,42111.3,3763.82,0,0,0,0
46.1,649.51,1555.44,942.01,1,0,1,0
45.2,6422.44,8443.19,5058.81,0,0,0,0
42.5,5093.95,14952.29,11158.54,0,0,0,0
44.5,7187.73,1329.37,12943.01,0,0,1,0
36.0,1437.04,60830.85,3759.9,1,0,0,0
40.1,2576.88,76651.23,4050.27,0,0,1,1
34.4,4071.6,55147.06,4072.38,0,0,0,0
46.7,1129.5700000000002,508.11,2782.54,0,0,1,1
36.5,2635.75,36090.07,5110.1,0,0,0,0
43.7,7338.59,1176.18,9931.24,1,0,1,0
38.0,6679.88,5715.69,19907.38,0,0,0,1
45.5,5255.69,1143.08,16339.89,0,0,1,0
44.6,997.4200000000001,24070.63,2387.38,1,0,1,0
42.6,531.6,17267.92,1727.64,1,0,1,1
39.5,2703.77,12731.85,6564.35,0,0,0,0
41.5,5807.48,1160.41,15836.24,0,0,1,0
35.7,8576.49,76903.98,27990.59,0,0,0,1
34.7,671.41,154.57,929.84,0,0,0,0
46.0,1046.23,48586.19,2424.55,1,0,1,0
42.7,6526.84,2094.39,9802.58,0,0,1,0
43.3,3491.85,1337.33,7753.76,0,0,1,0
44.1,16313.49,7602.24,15851.86,0,0,1,1
42.2,1437.04,7843.06,3171.2,1,0,1,0
35.8,570.04,527.54,1067.51,1,0,0,0
40.5,1053.12,58556.46,2745.94,1,0,1,1
38.6,10679.9,23031.18,22484.83,0,0,0,0
33.6,1048.55,47166.11,727.26,0,0,0,0
42.2,711.55,43433.87,882.85,1,0,1,1
49.1,3473.2,7547.6,4127.13,0,0,1,0
50.2,618.66,32210.27,1208.22,1,0,1,1
46.1,5017.88,43904.69,13163.65,0,0,1,0
44.5,511.04,48546.87,667.6,1,0,1,0
46.2,7665.58,4121.2,6848.66,0,0,1,1
41.4,6816.38,32796.07,13875.34,0,0,1,0
45.8,3692.1,80067.88,5875.72,0,0,1,0
47.5,4162.13,5256.66,13235.64,1,0,1,0
37.9,1332.0700000000002,10204.78,4509.67,0,0,0,0
40.4,6438.5,9288.96,22151.63,0,1,1,0
43.2,6878.45,13193.68,11365.91,0,0,0,0
42.3,7092.37,178.4,16333.73,0,0,0,0
46.0,3942.12,1810.2,3791.35,0,0,1,1
38.4,9171.38,79133.93,34136.32,0,0,0,0
43.5,6039.86,19137.06,18421.53,0,0,0,1
41.3,3188.19,3490.01,7313.4,0,0,1,0
44.1,1037.0900000000001,172.71,971.83,1,0,1,0
41.3,1942.72,10724.78,1127.37,0,0,1,0
41.9,5135.54,5812.6,6163.59,0,0,1,0
36.9,2504.1400000000003,1817.44,3920.25,1,0,0,0
34.8,2194.12,38894.18,6823.19,0,0,0,0
38.9,10651.55,1037.73,10615.11,0,0,0,0
33.6,7010.61,59812.04,11634.38,0,0,0,0
36.7,2520.4,62453.93,9091.99,0,0,0,0
44.4,16754.53,149082.13,34738.11,0,0,1,0
46.8,3052.79,74820.38,8826.39,0,0,1,0
41.8,2456.12,48505.71,2619.61,0,0,1,0
54.7,1952.3,2439.28,4176.23,0,0,1,0
47.9,11404.21,27598.29,24203.44,0,1,1,1
36.4,9173.04,72255.12,10315.39,0,0,0,0
41.7,2137.1800000000003,28098.31,6638.75,0,0,1,0
41.2,1384.3,73503.09,2871.68,0,0,1,0
40.8,1419.79,5432.09,3820.33,0,0,1,0
44.2,2874.34,193046.97,8400.21,0,0,1,0
39.1,6247.42,5829.84,7121.18,0,0,0,0
39.1,549.02,66694.06,1401.55,1,0,0,0
47.6,4589.45,26104.07,9757.71,0,0,1,1
48.2,4294.92,45485.59,6319.71,0,1,1,0
41.4,2227.8199999999997,7518.05,5437.96,0,0,1,0
44.3,1685.49,128487.64,1515.56,0,0,1,0
47.2,1098.78,13869.01,1192.39,1,0,1,0
45.0,7231.2,3524.01,11759.53,0,0,1,1
40.0,1054.77,27485.73,1344.22,0,0,0,0
47.4,4920.58,16227.11,11297.56,0,0,1,1
42.9,2817.91,1047.83,2700.35,0,0,1,0
35.1,3440.79,28292.32,8941.71,0,0,0,0
43.3,4011.93,49329.59,4394.52,0,0,1,0
46.7,1616.55,36147.38,2670.91,1,0,1,0
39.5,2924.45,43479.27,2740.14,0,0,0,0
44.7,984.26,2399.57,2125.5,0,0,1,0
35.9,3898.69,16526.17,7662.09,0,0,0,0
43.0,589.26,20082.43,1074.93,1,0,1,1
39.2,6793.41,18573.98,15453.73,1,0,0,0
46.3,13844.62,1927.25,26069.41,0,0,0,1
44.4,12112.93,4195.51,38204.11,0,1,1,0
45.1,1318.3899999999999,60.4,4000.44,0,0,1,1
35.2,724.6800000000001,26170.61,2267.62,1,0,0,0
42.2,3034.5,19829.03,6031.23,0,0,1,0
36.8,595.3199999999999,8053.51,2358.61,1,0,0,0
45.8,1211.46,30872.04,2378.5,1,0,1,0
42.3,1197.37,6823.06,2682.97,0,0,1,0
36.7,580.06,10292.04,1679.0,1,0,0,0
50.0,1614.59,1445.0,7194.39,0,0,1,0
45.1,2795.05,42114.36,3827.34,0,0,1,0
42.7,5699.64,6051.97,23480.95,0,0,1,1
30.7,1371.05,111813.21,604.27,0,0,0,0
41.9,1369.02,48734.28,4033.23,0,0,1,0
41.8,16942.56,183189.6,36012.13,0,1,1,1
36.2,791.72,81108.23,1583.92,0,0,0,0
38.6,2366.27,42726.81,764.75,0,0,0,0
34.4,12257.04,39470.18,16258.98,0,0,0,1
45.1,3436.12,26565.67,12310.17,0,0,1,0
35.1,874.8199999999999,61582.74,1656.32,0,0,0,0
41.9,11192.19,47715.48,34089.83,0,1,1,1
38.6,6631.11,8578.34,13638.8,0,0,0,0
47.7,9502.03,108024.46,27061.4,0,0,1,0
43.2,5720.34,92819.56,14509.22,0,0,1,1
45.8,802.1600000000001,4189.57,1753.89,1,0,1,0
41.3,8954.47,32650.91,4941.27,0,0,0,0
37.7,8361.779999999999,28360.19,10142.59,0,0,0,0
45.3,2637.92,345.46,3853.01,1,0,1,0
40.2,10285.77,688.61,11541.36,0,0,1,0
44.4,2989.86,2211.37,9376.19,0,0,1,0
42.6,16915.29,71026.35,28287.94,0,0,1,0
50.1,13024.2,37097.94,14773.98,0,0,1,0
44.1,978.3399999999999,1861.44,1747.18,0,0,1,0
39.2,802.38,6612.34,1797.58,0,0,0,0
35.4,4142.9400000000005,20484.44,4642.76,0,0,0,0
