year,school_id,number_of_students,avg_score
2005,42012481,61,46.07
2006,42012481,83,43.42
2007,42012481,67,52.34
2005,42013054,45,40.18
2006,42013054,30,41.47
2007,42013054,42,49.01
2005,42013119,106,45.41
2006,42013119,117,45.65
2007,42013119,110,51.54
2005,42013437,273,44.98
2006,42013437,231,43.72
2007,42013437,227,51.96
2005,42013933,84,46.88
2006,42013933,75,45.64
2007,42013933,73,54.9
2005,42014239,124,48.82
2006,42014239,172,44.88
2007,42014239,127,53.18
2005,42014255,122,47.0
2006,42014255,127,47.28
2007,42014255,104,56.67
2005,42014263,44,60.59
2006,42014263,48,58.54
2007,42014263,49,64.98
2005,42014956,150,46.73
2006,42014956,174,41.81
2007,42014956,205,54.42
2005,42015570,180,44.83
2006,42015570,143,43.55
2007,42015570,99,54.22
2005,42015588,83,65.06
2006,42015588,115,57.67
2007,42015588,115,71.46
2005,42015693,243,44.54
2006,42015693,233,43.66
2007,42015693,190,54.88
2005,42015715,165,46.45
2006,42015715,151,41.87
2007,42015715,153,57.56
2005,42015758,169,47.08
2006,42015758,202,46.2
2007,42015758,142,57.19
2005,42015995,64,51.17
2006,42015995,39,38.59
2007,42015995,47,61.1
2005,42016002,181,49.02
2006,42016002,139,44.52
2007,42016002,93,56.04
2005,42016126,274,47.06
2006,42016126,327,46.16
2007,42016126,286,61.64
2005,42016134,228,47.7
2006,42016134,204,41.99
2007,42016134,198,45.76
2005,42016142,70,66.07
2006,42016142,81,58.95
2007,42016142,94,69.63
2005,42016150,55,62.73
2006,42016150,83,58.31
2007,42016150,75,73.22
2005,42016177,353,46.83
2006,42016177,276,49.97
2007,42016177,291,57.0
2005,42016193,172,50.29
2006,42016193,172,46.2
2007,42016193,125,55.48
2005,42016266,208,58.8
2006,42016266,137,56.07
2007,42016266,154,65.94
2005,42016410,35,64.51
2006,42016410,32,57.76
2007,42016410,42,68.31
2005,42016444,163,47.85
2006,42016444,150,45.28
2007,42016444,130,57.05
2005,42016509,33,54.15
2006,42016509,38,53.64
2007,42016509,42,60.94
2005,42016649,53,44.71
2006,42016649,76,46.79
2007,42016649,44,55.41
2005,42016657,171,48.04
2006,42016657,202,45.1
2007,42016657,254,53.78
2005,42016932,206,47.27
2006,42016932,230,46.02
2007,42016932,162,49.27
2005,42017653,359,46.11
2006,42017653,257,43.34
2007,42017653,269,50.79
2005,42017700,109,47.34
2006,42017700,80,40.16
2007,42017700,64,50.71
2005,42017947,81,45.63
2006,42017947,75,41.91
2007,42017947,74,48.71
2005,42018153,86,45.13
2006,42018153,95,46.86
2007,42018153,86,52.77
2005,42018307,92,46.35
2006,42018307,96,43.74
2007,42018307,68,52.87
2005,42018315,39,50.2
2006,42018315,30,51.25
2007,42018315,23,59.42
2005,42018498,116,52.31
2006,42018498,109,49.14
2007,42018498,117,55.9
2005,42018528,94,44.45
2006,42018528,54,32.08
2007,42018528,73,53.7
2005,42018650,172,47.2
2006,42018650,232,46.25
2007,42018650,190,57.41
2005,42019095,111,45.78
2006,42019095,111,45.51
2007,42019095,102,53.13
2005,42019630,50,49.76
2006,42019630,58,49.87
2007,42019630,41,63.47
2005,42020360,214,45.44
2006,42020360,237,46.29
2007,42020360,218,54.17
2005,42020379,106,47.41
2006,42020379,126,45.6
2007,42020379,95,56.03
2005,42020387,118,46.99
2006,42020387,136,42.59
2007,42020387,84,56.1
2005,42020395,223,45.83
2006,42020395,240,44.65
2007,42020395,196,53.99
2005,42020425,97,42.95
2006,42020425,84,43.86
2007,42020425,112,56.87
2005,42020433,73,48.76
2006,42020433,84,48.24
2007,42020433,67,58.84
2005,42020441,199,43.43
2006,42020441,217,42.74
2007,42020441,226,52.69
2005,42020484,457,45.16
2006,42020484,426,44.36
2007,42020484,410,52.03
2005,42020492,69,53.42
2006,42020492,79,51.03
2007,42020492,78,65.97
2005,42020514,103,44.84
2006,42020514,122,41.16
2007,42020514,86,53.27
2005,42020522,148,46.78
2006,42020522,141,44.86
2007,42020522,151,52.7
2005,42020530,142,65.04
2006,42020530,126,64.77
2007,42020530,109,72.4
2005,42020557,53,55.89
2006,42020557,39,48.02
2007,42020557,21,61.78
2005,42020581,786,46.66
2006,42020581,437,44.58
2007,42020581,457,54.47
2005,42020590,46,56.98
2006,42020590,40,55.35
2007,42020590,37,60.41
2005,42020697,122,47.63
2006,42020697,130,44.69
2007,42020697,137,53.34
2005,42020778,181,43.3
2006,42020778,179,44.11
2007,42020778,152,53.6
2005,42020786,80,45.35
2006,42020786,118,42.39
2007,42020786,62,46.62
2005,42020794,212,48.53
2006,42020794,193,44.93
2007,42020794,180,53.56
2005,42020808,234,47.91
2006,42020808,233,46.91
2007,42020808,204,54.2
2005,42020816,90,45.78
2006,42020816,123,41.52
2007,42020816,132,56.5
2005,42021081,172,45.14
2006,42021081,150,43.54
2007,42021081,105,52.16
2005,42021103,57,47.86
2006,42021103,38,44.21
2007,42021103,37,52.64
2005,42021154,152,45.19
2006,42021154,135,43.68
2007,42021154,129,50.65
2005,42021367,101,45.04
2006,42021367,114,40.93
2007,42021367,139,48.69
2005,42021421,121,40.7
2006,42021421,131,41.96
2007,42021421,122,47.71
2005,42021430,287,47.29
2006,42021430,272,44.75
2007,42021430,237,53.67
2005,42021448,109,46.76
2006,42021448,165,43.72
2007,42021448,159,49.6
2005,42021685,83,39.99
2006,42021685,91,41.94
2007,42021685,76,50.61
2005,42021693,77,36.3
2006,42021693,82,39.87
2007,42021693,90,50.45
2005,42021910,441,42.68
2006,42021910,385,42.74
2007,42021910,405,52.44
2005,42021960,59,41.45
2006,42021960,56,40.08
2007,42021960,37,48.8
2005,42022029,92,45.02
2006,42022029,146,40.95
2007,42022029,129,51.23
2005,42022231,92,48.28
2006,42022231,82,44.9
2007,42022231,82,48.84
2005,42022258,45,43.86
2006,42022258,38,44.81
2007,42022258,50,52.43
2005,42022797,60,44.79
2006,42022797,61,45.9
2007,42022797,51,53.37
2005,42022894,56,47.46
2006,42022894,63,43.0
2007,42022894,49,56.53
2005,42023122,64,50.58
2006,42023122,49,39.81
2007,42023122,31,54.74
2005,42023246,269,47.39
2006,42023246,263,48.04
2007,42023246,240,55.47
2005,42023254,29,63.58
2006,42023254,21,54.86
2007,42023254,22,64.7
2005,42023270,57,51.15
2006,42023270,63,53.16
2007,42023270,35,61.76
2005,42023297,112,44.35
2006,42023297,113,42.06
2007,42023297,112,50.07
2005,42023513,46,44.87
2006,42023513,49,44.97
2007,42023513,61,49.52
2006,42023718,65,44.83
2005,42023718,63,39.52
2007,42023718,59,43.67
2006,42023815,49,45.88
2005,42023815,48,44.67
2007,42023815,37,47.54
2007,42024021,75,53.59
2006,42024021,129,41.54
2005,42024021,153,45.24
2005,42024498,54,41.48
2007,42024498,51,50.87
2006,42024498,45,38.17
2007,42024897,57,45.1
2005,42024897,53,43.75
2006,42024897,46,37.81
2005,42025400,132,45.6
2007,42025400,180,50.44
2006,42025400,154,42.5
2007,42025419,32,46.44
2006,42025419,31,47.05
2005,42025419,35,42.99
2006,42025427,19,52.92
2007,42025427,22,64.49
2005,42025427,14,49.4
2005,42025710,107,50.16
2007,42025710,115,51.01
2006,42025710,103,45.79
2005,42025729,65,42.47
2006,42025729,28,42.39
2007,42025729,38,53.52
2005,42025796,43,45.27
2006,42025796,48,46.17
2007,42025796,35,50.9
2005,42026040,63,45.23
2006,42026040,59,46.4
2007,42026040,48,60.21
2006,42026440,71,41.5
2005,42026440,67,40.96
2007,42026440,84,50.86
2007,42026890,33,44.03
2005,42026890,46,40.05
2006,42026890,36,43.69
2006,42027071,108,42.67
2005,42027071,107,39.68
2007,42027071,116,47.94
2006,42027438,68,47.18
2005,42027438,62,46.54
2007,42027438,51,53.7
2005,42027896,88,44.34
2006,42027896,111,46.32
2007,42027896,119,54.5
2007,42028108,24,47.53
2005,42028108,40,44.28
2006,42028108,47,41.0
2006,42028477,141,41.01
2007,42028477,145,49.78
2005,42028477,199,44.23
2007,42028493,89,67.25
2005,42028493,118,59.27
2006,42028493,115,55.76
2007,42028981,327,53.3
2005,42028981,479,46.16
2006,42028981,397,44.87
2007,42028990,64,68.46
2006,42028990,74,62.37
2005,42028990,98,64.3
2005,42029945,173,49.83
2006,42029945,160,47.75
2007,42029945,164,57.05
2005,42029953,370,50.25
2007,42029953,246,57.71
2006,42029953,307,46.88
2005,42029970,34,43.73
2006,42029970,41,36.89
2007,42029970,35,42.53
2006,42029988,85,40.31
2007,42029988,94,50.48
2005,42029988,92,40.38
2006,42030455,45,43.65
2005,42030455,42,45.66
2007,42030455,40,47.95
2005,42030463,80,42.65
2007,42030463,55,49.44
2006,42030463,67,40.72
2007,42031060,98,47.73
2006,42031060,147,42.55
2005,42031060,201,45.14
2007,42031613,87,48.0
2006,42031613,67,43.86
2005,42031613,72,42.76
2005,42032601,102,45.28
2006,42032601,112,42.58
2007,42032601,78,51.39
2006,42033071,43,40.51
2005,42033071,49,36.36
2007,42033071,44,45.48
2006,42033675,158,40.28
2007,42033675,204,47.89
2005,42033675,101,39.05
2005,42034329,50,40.33
2007,42034329,39,45.43
2006,42034329,57,41.19
2006,42034817,23,37.12
2007,42034817,30,44.08
2005,42034817,36,41.23
2007,42034949,22,49.06
2005,42034949,24,38.29
2006,42034949,41,34.48
2006,42035422,48,41.38
2007,42035422,26,52.99
2005,42035422,66,40.02
2007,42035767,256,54.47
2005,42035767,260,45.96
2006,42035767,255,44.77
2007,42035783,44,44.9
2005,42035783,25,37.7
2006,42035783,44,39.86
2006,42035805,49,42.47
2005,42035805,58,42.65
2007,42035805,49,51.23
2006,42036283,71,39.35
2005,42036283,73,40.19
2007,42036283,57,49.5
2005,42036364,37,40.5
2006,42036364,27,33.37
2007,42036364,17,50.8
2007,42036941,52,53.67
2005,42036941,65,44.34
2006,42036941,55,46.69
2005,42037352,67,41.46
2006,42037352,51,42.32
2007,42037352,49,51.1
2005,42038057,46,42.46
2007,42038057,25,54.27
2006,42038057,38,44.32
2006,42038421,139,43.0
2007,42038421,79,53.67
2005,42038421,118,46.34
2005,42038448,63,40.76
2007,42038448,42,43.14
2006,42038448,63,40.05
2005,42038570,43,40.28
2006,42038570,58,45.27
2007,42038570,35,50.81
2005,42038898,104,44.58
2006,42038898,113,43.37
2007,42038898,75,50.95
2005,42038901,98,60.62
2006,42038901,80,57.94
2007,42038901,64,63.54
2005,42039452,501,47.17
2006,42039452,436,44.74
2007,42039452,427,54.99
2007,42039479,58,53.08
2006,42039479,65,39.55
2005,42039479,64,42.94
2005,42039576,129,39.66
2007,42039576,104,45.98
2006,42039576,108,44.08
2005,42040477,182,42.77
2007,42040477,155,50.33
2006,42040477,177,42.52
2007,42040930,132,52.05
2006,42040930,165,43.95
2005,42040930,180,44.81
2006,42041350,57,36.57
2005,42041350,69,42.07
2007,42041350,82,46.72
2005,42041821,163,45.53
2006,42041821,196,46.97
2007,42041821,156,54.19
2005,42041864,58,56.36
2007,42041864,53,67.27
2006,42041864,52,57.61
2007,42041910,80,58.26
2006,42041910,73,51.28
2005,42041910,81,51.54
2007,42042003,30,56.98
2006,42042003,32,47.55
2005,42042003,46,47.52
2007,42042429,49,50.15
2006,42042429,62,40.34
2005,42042429,51,44.89
2006,42042747,115,46.73
2007,42042747,89,56.51
2005,42042747,102,48.44
2005,42042755,26,37.89
2006,42042755,44,43.51
2007,42042755,36,52.05
2006,42042780,67,47.37
2007,42042780,50,56.12
2005,42042780,64,43.51
2006,42043310,185,49.51
2005,42043310,160,49.53
2007,42043310,178,55.33
2006,42043689,147,41.62
2007,42043689,187,55.8
2005,42043689,145,51.6
2005,42043808,48,44.41
2007,42043808,17,54.47
2006,42043808,30,43.92
2007,42044529,52,53.4
2005,42044529,47,44.48
2006,42044529,38,44.1
2005,42044537,97,45.14
2007,42044537,179,56.43
2006,42044537,190,46.2
2007,42044553,32,52.87
2005,42044553,42,40.98
2006,42044553,24,41.45
2006,42044693,28,41.15
2007,42044693,26,50.31
2005,42044693,42,37.67
2005,42045525,32,44.55
2006,42045525,25,43.57
2007,42045525,24,49.1
2006,42045533,86,42.49
2005,42045533,77,38.82
2007,42045533,62,49.77
2006,42045592,33,41.14
2007,42045592,41,54.0
2005,42045592,40,45.63
2006,42046556,82,44.78
2005,42046556,76,46.01
2007,42046556,89,52.63
2006,42046769,30,44.93
2005,42046769,38,44.03
2007,42046769,27,54.86
2007,42046955,70,49.9
2006,42046955,64,40.92
2005,42046955,68,42.82
2006,42047234,43,48.34
2005,42047234,31,48.02
2007,42047234,34,55.31
2007,42047331,24,60.15
2006,42047331,28,47.04
2005,42047331,24,49.14
2006,42047668,52,44.47
2007,42047668,50,57.1
2005,42047668,54,44.11
2006,42047722,49,39.72
2005,42047722,60,49.06
2007,42047722,27,52.7
2005,42048206,144,48.44
2007,42048206,120,53.8
2006,42048206,121,45.37
2007,42048630,50,62.11
2005,42048630,43,53.59
2006,42048630,45,58.24
2005,42048648,59,42.91
2006,42048648,55,44.9
2007,42048648,62,48.87
2005,42048656,476,47.53
2006,42048656,477,46.8
2007,42048656,399,56.15
2007,42048729,84,56.52
2005,42048729,120,43.19
2006,42048729,110,45.97
2006,42049660,120,43.21
2007,42049660,67,56.21
2005,42049660,140,48.17
2005,42049679,40,38.38
2007,42049679,33,52.28
2006,42049679,32,43.41
2006,42049725,48,44.38
2007,42049725,40,55.02
2005,42049725,47,45.88
2006,42050340,31,42.99
2007,42050340,19,51.45
2005,42050340,37,46.44
2005,42050898,108,49.13
2006,42050898,68,44.75
2007,42050898,68,56.03
2007,42050944,132,54.08
2005,42050944,140,44.33
2006,42050944,112,45.86
2007,42051169,64,49.58
2005,42051169,43,43.72
2006,42051169,57,40.37
2007,42051371,60,53.08
2006,42051371,98,41.82
2005,42051371,84,42.81
2007,42051720,43,53.71
2006,42051720,59,41.33
2005,42051720,53,44.89
2006,42051770,62,43.34
2005,42051770,70,44.72
2007,42051770,37,57.47
2006,42052050,50,42.37
2005,42052050,35,48.67
2007,42052050,49,52.88
2007,42052238,364,60.14
2005,42052238,394,52.22
2006,42052238,284,49.63
2005,42052246,97,45.76
2006,42052246,82,43.87
2007,42052246,65,55.32
2005,42052254,202,47.56
2006,42052254,158,47.34
2007,42052254,152,56.38
2006,42052289,79,43.51
2007,42052289,67,48.23
2005,42052289,56,43.09
2005,42052572,151,50.76
2007,42052572,180,54.05
2006,42052572,178,43.99
2006,42053471,91,44.17
2007,42053471,93,53.68
2005,42053471,109,46.12
2006,42053480,27,53.29
2007,42053480,37,70.76
2005,42053480,39,62.24
2007,42053498,31,48.82
2005,42053498,41,44.2
2006,42053498,46,41.39
2007,42053501,30,53.64
2006,42053501,51,40.25
2005,42053501,43,39.75
2005,42053510,64,44.59
2007,42053510,54,54.31
2006,42053510,69,43.32
2005,42053552,61,50.34
2006,42053552,63,45.55
2007,42053552,68,55.01
2005,42053587,96,47.64
2007,42053587,70,56.36
2006,42053587,69,44.32
2005,42053625,88,48.93
2006,42053625,85,43.14
2007,42053625,69,51.9
2005,42053870,71,37.83
2007,42053870,54,50.4
2006,42053870,58,42.49
2005,42053889,98,43.43
2006,42053889,118,40.36
2007,42053889,94,52.11
2006,42053900,132,48.4
2007,42053900,111,53.64
2005,42053900,138,47.08
2005,42053919,56,43.5
2006,42053919,50,44.28
2007,42053919,61,53.66
2007,42053927,91,53.98
2006,42053927,102,42.59
2005,42053927,95,42.3
2005,42054281,45,42.7
2006,42054281,46,39.24
2007,42054281,40,44.86
2006,42054290,43,43.62
2007,42054290,43,49.22
2005,42054290,77,45.31
2005,42054575,52,43.7
2006,42054575,74,41.24
2007,42054575,57,49.57
2005,42055245,41,46.65
2007,42055245,36,50.84
2006,42055245,56,42.65
2007,42055539,68,54.2
2006,42055539,56,45.15
2005,42055539,82,43.65
2006,42055954,144,43.2
2005,42055954,135,44.5
2007,42055954,138,55.43
2005,42056080,33,48.43
2006,42056080,40,42.76
2007,42056080,36,52.93
2005,42056322,104,47.36
2006,42056322,169,44.11
2007,42056322,133,54.3
2007,42056470,51,55.44
2005,42056470,34,48.98
2006,42056470,44,45.74
2005,42056756,138,49.02
2007,42056756,99,57.24
2006,42056756,108,46.99
2007,42056837,43,55.07
2005,42056837,39,47.82
2006,42056837,38,44.24
2007,42056853,33,56.24
2006,42056853,38,45.05
2005,42056853,41,46.09
2006,42057213,50,42.42
2007,42057213,47,55.4
2005,42057213,47,41.67
2007,42057221,43,54.43
2005,42057221,51,43.79
2006,42057221,54,41.68
2005,42057841,22,45.62
2006,42057841,18,44.12
2007,42057841,15,53.78
2005,42057850,131,44.78
2006,42057850,114,43.95
2007,42057850,145,52.28
2006,42057868,23,41.91
2007,42057868,45,53.26
2005,42057868,36,44.08
2007,42057876,30,50.41
2005,42057876,32,45.65
2006,42057876,33,41.41
2005,42057981,25,47.74
2006,42057981,24,41.93
2007,42057981,20,55.03
2005,42058732,125,42.49
2007,42058732,117,49.07
2006,42058732,102,41.05
2007,42058740,25,57.41
2006,42058740,25,45.64
2005,42058740,29,44.27
2005,42058759,35,38.63
2007,42058759,25,54.04
2006,42058759,23,40.92
2007,42059704,75,52.09
2006,42059704,48,42.58
2005,42059704,47,44.49
2006,42059712,157,44.06
2007,42059712,99,54.59
2005,42059712,141,45.38
2005,42059801,42,48.93
2006,42059801,44,45.44
2007,42059801,48,53.46
2006,42060516,269,45.8
2005,42060516,266,48.21
2007,42060516,204,54.9
2005,42060524,52,57.96
2006,42060524,53,55.77
2007,42060524,47,64.73
2005,42060532,64,58.23
2006,42060532,62,54.09
2007,42060532,72,69.57
2006,42060559,35,46.67
2007,42060559,26,56.49
2005,42060559,30,50.62
2007,42060567,90,51.91
2005,42060567,44,40.81
2006,42060567,44,45.1
2007,42060583,56,55.2
2006,42060583,50,46.32
2005,42060583,59,46.29
2007,42060591,39,50.52
2005,42060591,33,44.99
2006,42060591,45,41.8
2007,42060702,29,56.14
2006,42060702,42,46.39
2005,42060702,25,50.99
2006,42060729,42,45.2
2007,42060729,39,55.19
2005,42060729,32,50.08
2006,42061083,25,51.74
2005,42061083,24,49.33
2007,42061083,21,56.44
2005,42061105,73,48.56
2007,42061105,64,58.27
2006,42061105,61,47.87
2005,42061113,28,47.74
2007,42061113,15,57.02
2006,42061113,31,48.04
2005,42061121,67,52.54
2006,42061121,80,44.1
2007,42061121,85,56.57
2005,42061130,115,51.16
2006,42061130,119,48.64
2007,42061130,121,57.11
2005,42061180,18,54.21
2007,42061180,14,64.73
2006,42061180,24,57.64
2005,42061300,113,47.97
2006,42061300,118,46.68
2007,42061300,101,57.06
2006,42061318,35,47.31
2007,42061318,24,52.06
2005,42061318,29,42.68
2006,42061326,22,42.78
2005,42061326,51,41.39
2007,42061326,28,52.77
2005,42061342,17,45.96
2006,42061342,25,43.13
2007,42061342,31,51.33
2006,42061857,236,45.61
2007,42061857,220,54.6
2005,42061857,211,48.15
2005,42061954,92,48.21
2007,42061954,59,58.11
2006,42061954,114,48.6
2007,42062578,69,48.03
2005,42062578,88,45.92
2006,42062578,85,40.6
2007,42063302,115,53.67
2006,42063302,86,43.15
2005,42063302,86,43.89
2005,42063469,127,43.47
2006,42063469,128,42.86
2007,42063469,110,51.62
2005,42064600,127,47.9
2006,42064600,153,47.1
2007,42064600,106,55.17
2006,42064619,47,47.62
2005,42064619,41,45.64
2007,42064619,39,52.37
2006,42064805,49,46.57
2007,42064805,61,58.41
2005,42064805,53,49.87
2006,42064937,94,47.5
2007,42064937,108,54.68
2005,42064937,84,45.51
2005,42065577,127,45.15
2007,42065577,124,50.85
2006,42065577,110,41.61
2006,42065593,122,44.97
2005,42065593,104,44.4
2007,42065593,144,51.18
2006,42065607,13,47.45
2007,42065607,12,65.43
2005,42065607,20,49.5
2007,42065798,32,47.85
2006,42065798,37,41.0
2005,42065798,34,42.39
2007,42066735,40,48.86
2006,42066735,42,42.53
2005,42066735,44,41.81
2005,42066743,80,44.01
2007,42066743,48,53.59
2006,42066743,62,44.76
2006,42066751,40,41.15
2007,42066751,47,49.6
2005,42066751,42,41.98
2005,42066824,32,44.31
2007,42066824,35,52.78
2006,42066824,31,44.05
2005,42067111,72,45.04
2006,42067111,79,43.37
2007,42067111,81,51.3
2005,42067804,79,49.62
2007,42067804,67,55.74
2006,42067804,93,47.67
2007,42067812,42,48.29
2006,42067812,31,44.3
2005,42067812,30,40.74
2006,42067820,35,43.96
2007,42067820,25,56.95
2005,42067820,35,46.13
2006,42067898,121,47.63
2005,42067898,115,50.48
2007,42067898,132,56.42
2005,42068649,493,42.54
2007,42068649,370,50.84
2006,42068649,343,41.33
2005,42068657,270,43.42
2007,42068657,189,52.74
2006,42068657,142,44.16
2007,42068665,246,56.6
2005,42068665,148,47.62
2006,42068665,167,50.41
2005,42068673,132,56.01
2006,42068673,113,55.12
2007,42068673,71,60.33
2005,42068681,162,42.93
2006,42068681,146,41.53
2007,42068681,101,50.67
2007,42068690,71,68.56
2006,42068690,45,65.07
2005,42068690,67,64.84
2005,42068703,78,56.23
2006,42068703,46,55.52
2007,42068703,78,65.97
2006,42069092,357,44.27
2007,42069092,313,52.95
2005,42069092,337,45.33
2005,42069165,482,44.17
2007,42069165,351,47.7
2006,42069165,552,42.85
2006,42069408,75,43.29
2007,42069408,87,47.73
2005,42069408,81,43.51
2005,42069432,25,45.83
2007,42069432,23,65.87
2006,42069432,26,51.84
2007,42069580,144,54.97
2006,42069580,212,45.56
2005,42069580,201,48.8
2006,42069610,81,38.46
2005,42069610,102,39.88
2007,42069610,84,49.85
2007,42069696,51,46.6
2006,42069696,41,39.35
2005,42069696,50,42.02
2005,42069807,120,41.79
2007,42069807,116,52.66
2006,42069807,151,43.21
2006,42069963,138,39.92
2007,42069963,144,49.58
2005,42069963,80,48.09
2007,42070040,467,52.04
2005,42070040,559,46.49
2006,42070040,558,48.36
2005,42070066,94,44.69
2007,42070066,81,49.22
2006,42070066,95,43.67
2007,42070074,150,55.47
2006,42070074,156,46.19
2005,42070074,174,44.84
2006,42070384,440,43.21
2005,42070384,232,44.72
2007,42070384,385,53.41
2006,42070392,158,47.21
2007,42070392,131,48.41
2005,42070392,176,44.93
2005,42070511,111,48.68
2006,42070511,107,44.88
2007,42070511,105,54.53
2006,42070635,86,40.4
2005,42070635,76,48.0
2007,42070635,77,53.91
2005,42070732,156,47.8
2006,42070732,153,47.43
2007,42070732,179,54.46
2005,42070813,147,44.36
2007,42070813,196,53.0
2006,42070813,162,45.02
2006,42071135,104,41.27
2005,42071135,122,44.39
2007,42071135,115,51.32
2006,42071321,283,46.24
2007,42071321,187,53.23
2005,42071321,163,47.17
2007,42072263,37,52.77
2005,42072263,31,50.52
2006,42072263,35,50.77
2006,42072301,108,47.03
2007,42072301,220,52.43
2005,42072301,94,43.36
2005,42072310,22,46.6
2007,42072310,19,43.26
2006,42072310,22,42.65
2005,42072379,95,47.3
2006,42072379,114,45.38
2007,42072379,79,53.83
2006,42072689,57,46.43
2005,42072689,46,44.72
2007,42072689,47,53.2
2005,42072719,29,38.22
2006,42072719,23,41.75
2007,42072719,24,45.27
2005,42073189,41,45.43
2006,42073189,49,46.62
2007,42073189,46,53.89
2007,42073219,53,52.85
2006,42073219,54,45.65
2005,42073219,45,47.21
2007,42074142,266,55.49
2005,42074142,374,49.28
2006,42074142,349,47.73
2005,42074312,52,50.17
2007,42074312,31,56.0
2006,42074312,50,48.06
2006,42074835,122,39.1
2007,42074835,109,50.3
2005,42074835,124,41.12
2007,42074851,61,45.49
2006,42074851,72,38.75
2005,42074851,58,35.15
2005,42075432,297,44.18
2007,42075432,283,52.8
2006,42075432,266,45.94
2005,42075440,90,47.83
2006,42075440,90,45.93
2007,42075440,62,55.36
2006,42075947,50,44.55
2007,42075947,62,53.98
2005,42075947,92,45.49
2005,42076420,55,65.96
2007,42076420,48,67.54
2006,42076420,55,59.54
2006,42076463,220,44.54
2005,42076463,188,47.5
2007,42076463,189,52.66
2005,42077443,164,46.14
2007,42077443,132,49.99
2006,42077443,126,46.29
2005,42077850,120,44.41
2007,42077850,162,55.73
2006,42077850,196,45.68
2005,42077877,32,38.34
2006,42077877,25,43.87
2007,42077877,32,51.47
2007,42078210,53,52.45
2006,42078210,61,43.65
2005,42078210,46,42.1
2007,42078415,65,54.35
2006,42078415,64,47.2
2005,42078415,70,45.67
2007,42078814,66,52.06
2006,42078814,55,47.53
2005,42078814,63,45.94
2005,42079250,89,40.36
2006,42079250,94,41.4
2007,42079250,82,53.44
2005,42079390,36,39.77
2006,42079390,61,41.43
2007,42079390,44,50.4
2006,42079683,85,43.09
2005,42079683,79,44.25
2007,42079683,95,47.4
2005,42080088,80,44.96
2006,42080088,79,45.67
2007,42080088,74,54.79
2005,42080185,123,45.64
2006,42080185,82,46.44
2007,42080185,115,54.24
2006,42080258,63,57.62
2007,42080258,53,65.73
2005,42080258,70,63.26
2006,42080274,122,45.66
2007,42080274,132,52.39
2005,42080274,129,53.26
2005,42080282,120,47.14
2006,42080282,137,44.2
2007,42080282,89,56.51
2005,42080290,100,50.8
2007,42080290,67,59.63
2006,42080290,85,49.39
2006,42080452,133,45.53
2007,42080452,106,53.46
2005,42080452,131,48.1
2007,42080746,47,71.65
2005,42080746,67,59.77
2006,42080746,67,59.37
2006,42080754,80,43.42
2005,42080754,123,46.73
2007,42080754,79,52.99
2007,42080762,163,55.43
2005,42080762,218,48.06
2006,42080762,171,47.12
2005,42081106,53,40.89
2006,42081106,55,42.88
2007,42081106,50,48.48
2006,42081181,88,41.54
2005,42081181,63,43.59
2007,42081181,73,50.19
2005,42081432,182,43.3
2006,42081432,182,44.27
2007,42081432,203,53.25
2005,42081823,65,38.5
2007,42081823,70,52.19
2006,42081823,73,43.11
2006,42082242,175,47.73
2005,42082242,206,47.5
2007,42082242,194,56.74
2005,42082390,62,50.89
2006,42082390,37,41.04
2007,42082390,36,53.64
2007,42083060,95,52.14
2006,42083060,128,40.43
2005,42083060,125,48.83
2007,42083311,59,56.08
2005,42083311,85,46.93
2006,42083311,77,43.41
2006,42084334,104,46.86
2007,42084334,119,53.36
2005,42084334,84,47.01
2006,42084431,359,48.01
2007,42084431,297,57.15
2005,42084431,370,46.0
2005,42085233,157,45.34
2006,42085233,151,44.69
2007,42085233,156,54.03
2007,42085241,26,52.07
2005,42085241,26,43.67
2006,42085241,26,44.39
2005,42085250,23,43.31
2006,42085250,15,45.96
2007,42085250,15,55.52
2006,42085497,50,45.88
2005,42085497,71,46.87
2007,42085497,63,51.07
2006,42085500,49,44.92
2005,42085500,52,49.43
2007,42085500,57,57.14
2005,42085659,34,41.85
2007,42085659,24,46.23
2006,42085659,26,45.61
2007,42086175,125,51.4
2006,42086175,173,44.66
2005,42086175,196,44.5
2006,42086272,14,45.41
2005,42086272,34,42.33
2007,42086272,34,49.92
2006,42086582,68,46.39
2005,42086582,71,42.24
2007,42086582,148,51.82
2005,42086710,32,45.09
2007,42086710,38,51.1
2006,42086710,44,41.9
2007,42086728,114,51.93
2005,42086728,119,42.39
2006,42086728,105,44.0
2006,42087724,34,36.21
2005,42087724,25,37.65
2007,42087724,34,48.42
2007,42088160,127,56.7
2005,42088160,109,46.41
2006,42088160,64,44.47
2005,42088291,46,38.5
2006,42088291,39,44.6
2007,42088291,27,57.86
2005,42088623,52,41.34
2007,42088623,48,53.14
2006,42088623,41,39.64
2006,42089115,76,43.76
2007,42089115,53,48.99
2005,42089115,63,42.34
2007,42089255,156,50.75
2006,42089255,120,44.24
2005,42089255,132,44.57
2007,42089344,168,50.98
2006,42089344,146,43.31
2005,42089344,127,46.64
2006,42089832,287,42.78
2007,42089832,255,50.0
2005,42089832,298,45.54
2006,42089859,110,40.61
2007,42089859,91,48.11
2005,42089859,117,42.19
2006,42089875,49,41.19
2005,42089875,42,37.97
2007,42089875,46,46.76
2005,42089913,32,61.44
